code,name,city,country,timezone
CWL,Cardiff Airport,Rhoose,GB,Europe/London
CWO,Ft Wolter AAF,,US,America/Chicago
CWP,Campbellpore,Sanjwal,PK,Asia/Karachi
CWR,Cowarie,,AU,Australia/Adelaide
CWS,Center Island,,US,America/Los_Angeles
CWT,Cowra,Cowra,AU,Australia/Sydney
CWW,Corowa,Corowa,AU,Australia/Sydney
CWX,Cochise County Airport,Willcox,US,America/Phoenix
CXA,Caicara Del Orinoco,Maripa,VE,America/Caracas
CXB,Coxs Bazar Airport,Cox's Bazar,BD,Asia/Dhaka
CXC,Chitina Airport,,US,America/Anchorage
CXF,Coldfoot,,US,America/Anchorage
CXH,Coal Harbour Sea Plane Base,,CA,America/Vancouver
CXI,Christmas Island Airport,London Village,KI,Pacific/Kiritimati
CXJ,Hugo Cantergiani Regional Airport,Caxias do Sul,BR,America/Sao_Paulo
CXL,International,Calexico,US,America/Los_Angeles
CXN,Candala,Qandala,SO,Africa/Mogadishu
CXO,Montgomery Co,Conroe,US,America/Chicago
CXP,Tunggul Wulung,Karangbadar Kidul,ID,Asia/Jakarta
CXQ,Christmas Creek,,AU,Australia/Perth
CXR,Cam Ranh International Airport,Cam Lam,VN,Asia/Ho_Chi_Minh
CXT,Charters Towers,,AU,Australia/Brisbane
CXY,Cat Cays,,BS,America/Nassau
CYA,Les Cayes,Les Cayes,HT,America/Port-au-Prince
CYB,Charles Kirkconnel International Airport,,KY,America/Cayman
CYC,Caye Chapel,Shipyard,BZ,America/Belize
CYD,San Ignacio Town Airstrip,Benque Viejo del Carmen,BZ,America/Belize
CYE,Crystal Lake,Georgetown,US,America/New_York
CYF,Chefornak Sea Plane Base,,US,America/Nome
CYG,Corryong,,AU,Australia/Melbourne
CYI,Chiayi Airport,Taibao,TW,Asia/Taipei
CYL,Coyoles,Manto,HN,America/Tegucigalpa
CYM,Chatham SPB,,US,America/Sitka
CYO,Cayo Largo Del Sur Airport,Jaguey Grande,CU,America/Havana
CYP,Calbayog Airport,Sabang,PH,Asia/Manila
CYR,Laguna De Los Patos,Tarariras,UY,America/Montevideo
CYS,Cheyenne,,US,America/Denver
CYT,Intermediate,,US,America/Anchorage
CYU,Cuyo,Cuyo,PH,Asia/Manila
CYW,Celaya,Colonia Fraccionamiento el Puente,MX,America/Mexico_City
CYX,Cherskiy Airport,Cherskiy,RU,Asia/Srednekolymsk
CYZ,Cauayan Airport,Cauayan,PH,Asia/Manila
CZA,Chichen Itza,Chichen-Itza,MX,America/Merida
CZB,Carlos Ruhl,Cruz Alta,BR,America/Sao_Paulo
CZC,Copper Centre,,US,America/Anchorage
CZE,Coro,Coro,VE,America/Caracas
CZF,Cape Romanzof,,US,America/Nome
CZH,Corozal,,BZ,America/Belize
CZJ,Corazon De Jesus,Palenque,PA,America/Panama
CZK,Cascade Locks/Stevens,Cascade Locks,US,America/Los_Angeles
CZL,Ain El Bey Airport,Constantine,DZ,Africa/Algiers
CZM,Cozumel Airport,San Miguel de Cozumel,MX,America/Cancun
CZN,Chisana Field,,US,America/Anchorage
CZO,Chistochina,,US,America/Anchorage
CZP,Cape Pole,,US,America/Sitka
CZR,Chara Kyust-Kemda Airport,,RU,Asia/Chita
CZS,Campo Internacional Airport,Cruzeiro do Sul,BR,America/Rio_Branco
CZT,Carrizo Springs,Carrizo Springs,US,America/Chicago
CZU,Corozal Airport,Morroa,CO,America/Bogota
CZW,Czestochowa,Czestochowa,PL,Europe/Warsaw
CZX,Changzhou Airport,Luoxi,CN,Asia/Shanghai
CZY,Cluny,,AU,Australia/Brisbane
CZZ,Campo,Springfield,US,America/Los_Angeles
DAA,Davison AAF,Appomattox,US,America/New_York
DAB,Daytona Beach International Airport,Daytona Beach,US,America/New_York
DAC,Hazrat Shahjalal International Airport,Tungi,BD,Asia/Dhaka
DAD,Da Nang International Airport,Thanh Khe,VN,Asia/Ho_Chi_Minh
DAF,Daup,,PG,Pacific/Port_Moresby
DAG,Barstow-Daggett,Crestline,US,America/Los_Angeles
DAH,Dathina,Mudiyah,YE,Asia/Aden
DAJ,Dauan Island,,AU,Australia/Brisbane
DAK,Dakhla,,EG,Africa/Cairo
DAL,Dallas Love Field,University Park,US,America/Chicago
DAM,Damascus International Airport,Harran al `Awamid,SY,Asia/Damascus
DAN,Municipal,Danville,US,America/New_York
DAO,Dabo,,PG,Pacific/Port_Moresby
DAP,Darchula,Darchula,NP,Asia/Kathmandu
DAR,Julius Nyerere International Airport,Dar es Salaam,TZ,Africa/Dar_es_Salaam
DAS,Great Bear Lake,,CA,America/Yellowknife
DAT,Datong Airport,Beijiazao,CN,Asia/Shanghai
DAU,Daru Airport,,PG,Pacific/Port_Moresby
DAV,Enrique Malek Airport,Pedregal,PA,America/Panama
DAX,Dazhou Heshi Airport,Xiwai,CN,Asia/Shanghai
DAY,James M. Cox Dayton International Airport,Vandalia,US,America/New_York
DAZ,Darwaz,Nusay,AF,Asia/Kabul
DBA,Dalbandin,Dalbandin,PK,Asia/Karachi
DBB,Alalamain International,Al `Alamayn,EG,Africa/Cairo
DBC,Baicheng Chang'an,Deshun,CN,Asia/Harbin
DBD,Dhanbad,Dhanbad,IN,Asia/Kolkata
DBK,Dutch Bay SPB Seaplane Base,Puttalam,LK,Asia/Colombo
DBM,Debra Marcos,Debre Mark'os,ET,Africa/Addis_Ababa
DBN,Municipal,Dublin,US,America/New_York
DBO,Dubbo City Regional Airport,Dubbo,AU,Australia/Sydney
DBP,Debepare,,PG,Pacific/Port_Moresby
DBQ,Dubuque Municipal Airport,Dubuque,US,America/Chicago
DBR,Darbhanga Airport,Darbhanga,IN,Asia/Kolkata
DBS,Dubois,Dubois,US,America/Boise
DBT,Debra Tabor,,ET,Africa/Addis_Ababa
DBU,Dambulu Oya Tank,Dambulla,LK,Asia/Colombo
DBV,Dubrovnik Airport,Jasenice,HR,Europe/Zagreb
DBY,Dalby,Dalby,AU,Australia/Brisbane
DCA,Ronald Reagan National Airport,,US,America/New_York
DCF,Canefield Airport,,DM,America/Dominica
DCG,Dubai Creek SPB,,AE,Asia/Dubai
DCI,Rafsu Decimomannu,Villasor,IT,Europe/Rome
DCK,Dahl Creek Airport,,US,America/Anchorage
DCM,Mazamet Airport,Lagarrigue,FR,Europe/Paris
DCN,RAAF Curtin,,AU,Australia/Perth
DCP,Cabin Plant Heliport,Fort Nelson,CA,America/Vancouver
DCR,Decatur Hi-Way,Decatur,US,America/Indiana/Indianapolis
DCT,Duncan Town,Duncan Town,BS,America/Nassau
DCU,Pyor,Decatur,US,America/Chicago
DCY,Daocheng Yading Airport,Sangpi,CN,Asia/Shanghai
DDC,Dodge City Municipal Airport,Dodge City,US,America/Chicago
DDD,Dhaalu Airport,Kudahuvadhoo,MV,Indian/Maldives
DDG,Langtou Airport,,CN,Asia/Shanghai
DDI,Daydream Island,,AU,Australia/Brisbane
DDM,Dodoima,,PG,Pacific/Port_Moresby
DDN,Delta Downs,,AU,Australia/Brisbane
DDP,Dorado Beach,Levittown,PR,America/Puerto_Rico
DDR,Shigatse Tingri Airport,Xigaze,CN,Asia/Shanghai
DDU,Dadu,Dadu,PK,Asia/Karachi
DEA,Dera Ghazi Khan Airport,,PK,Asia/Karachi
DEB,Debrecen Airport,Debrecen,HU,Europe/Budapest
DEC,Decatur Airport,Long Creek,US,America/Chicago
DED,Dehra Dun Airport,Dehradun,IN,Asia/Kolkata
DEE,Mendeleyevo Airport,Yuzhno-Kurilsk,RU,Asia/Sakhalin
DEF,Dezful Airport,Andimeshk,IR,Asia/Tehran
DEH,Municipal,Decorah,US,America/Chicago
DEI,Denis Island,,SC,Indian/Mahe
DEL,Indira Gandhi International Airport,Gurgaon,IN,Asia/Kolkata
DEM,Dembidollo,Dembi Dolo,ET,Africa/Addis_Ababa
DEN,Denver International Airport,Lochbuie,US,America/Denver
DEO,Hyatt Regency Heliport,Melvindale,US,America/Detroit
DEP,Deparizo,,IN,Asia/Kolkata
DEQ,Deqing Moganshan Airport,Leidian,CN,Asia/Shanghai
DER,Derim,,PG,Pacific/Port_Moresby
DES,Desroches,Port Glaud,SC,Indian/Mahe
DET,Detroit City,Hamtramck,US,America/Detroit
DEX,Nop Goliat Airport,,ID,Asia/Jakarta
DEZ,Al Jafrah,Deir ez-Zor,SY,Asia/Damascus
DFA,Danfeng Airport,Yaoshi,CN,Asia/Shanghai
DFI,Memorial,Defiance,US,America/New_York
DFP,Drumduff,,AU,Australia/Brisbane
DFW,Dallas/Fort Worth International Airport,Grapevine,US,America/Chicago
DGA,Dangriga,,BZ,America/Belize
DGB,Danger Bay,,US,America/Anchorage
DGC,Degahbur,Baligubadle,ET,Africa/Addis_Ababa
DGD,Dalgaranga,,AU,Australia/Perth
DGE,Mudgee,Mudgee,AU,Australia/Sydney
DGF,Douglas Lake,,CA,America/Vancouver
DGG,Daugo,,PG,Pacific/Port_Moresby
DGH,Deoghar International Airport,Deoghar,IN,Asia/Kolkata
DGK,Dugong,,MZ,Africa/Maputo
DGL,Douglas Municipal,,US,America/Phoenix
DGM,Dongguan,Nancheng,LK,Asia/Colombo
DGN,NAF,Wayne City,US,America/New_York
DGO,Guadalupe Victoria Airport,Jose Refugio Salcido,MX,America/Monterrey
DGP,Daugavpils,Daugavpils,LV,Europe/Riga
DGR,Dargaville,,NZ,Pacific/Auckland
DGT,Dumaguete Airport,Dumaguete,PH,Asia/Manila
DGU,Dedougou,Dedougou,BF,Africa/Ouagadougou
DGW,Converse County,Douglas,US,America/Denver
DHA,King Abdulaziz AB,Dammam,SA,Asia/Riyadh
DHB,Deer Harbor,,US,America/Los_Angeles
DHD,Durham Downs,,AU,Australia/Brisbane
DHF,Al Dhafra Military Airport,,AE,Asia/Dubai
DHG,Dalnegorks,Dal'negorsk,RU,Asia/Vladivostok
DHH,Balikun Dahe Airport,,CN,Asia/Urumqi
DHI,Dhangarhi,Dhangarhi,NP,Asia/Kathmandu
DHL,Dhala,Dhalie,YE,Asia/Aden
DHM,Gaggal Airport,Dharmsala,IN,Asia/Kolkata
DHN,Dothan Regional Airport,Midland City,US,America/Chicago
DHO,Horn River,,CA,America/Vancouver
DHR,De Kooy/Den Helder Airport,Den Helder,NL,Europe/Amsterdam
DHT,Dalhart,Dalhart,US,America/Chicago
DHX,Dhoho International Airport,,ID,Asia/Jakarta
DIA,Doha International Airport,Doha,QA,Asia/Qatar
DIB,Dibrugarh Airport,Dibrugarh,IN,Asia/Kolkata
DIE,Antsiranana/Arrachart,Antsiranana,MG,Indian/Antananarivo
DIG,Diqing Shangri-La Airport,Shangri-La,CN,Asia/Shanghai
DIJ,Dijon,Ouges,FR,Europe/Paris
DIK,Dickinson Regional Airport,Dickinson,US,America/Boise
DIL,Comoro Airport,Dili,TL,Asia/Dili
DIM,Dimbokro,Dimbokro,CI,Africa/Abidjan
DIN,Dien Bien Airport,Dien Bien Phu,VN,Asia/Ho_Chi_Minh
DIO,Diomede Island,,US,America/Nome
DIP,Diapaga,,BF,Africa/Ouagadougou
DIQ,Divinopolis,Divinopolis,BR,America/Sao_Paulo
DIR,Aba Tenna D Yilma Airport,Dire Dawa,ET,Africa/Addis_Ababa
DIS,Loubomo,Dolisie,CG,Africa/Brazzaville
DIU,Diu Airport,Diu,IN,Asia/Kolkata
DIV,Divo,Divo,CI,Africa/Abidjan
DIW,Mawella Lagoon Airport,,LK,Asia/Colombo
DIY,Diyarbakir Airport,Baglar,TR,Europe/Istanbul
DJA,Djougou,Djougou,BJ,Africa/Porto-Novo
DJB,Sultan Thaha Airport,Jambi City,ID,Asia/Jakarta
DJE,Melita Airport,Houmt Souk,TN,Africa/Tunis
DJG,Inedbirenne Airport,,DZ,Africa/Algiers
DJH,Jebel Ali Seaplane Base,Jebel Ali,AE,Asia/Dubai
DJJ,Sentani Airport,Sentani,ID,Asia/Jayapura
DJM,Djambala,,CG,Africa/Brazzaville
DJN,Delta Junction,,US,America/Anchorage
DJO,Daloa,Daloa,CI,Africa/Abidjan
DJU,Djupivogur,Reydarfjoerdur,IS,Atlantic/Reykjavik
DKA,Katsina,Katsina,NG,Africa/Lagos
DKI,Dunk Island,,AU,Australia/Brisbane
DKK,Dunkirk,Dunkirk,US,America/New_York
DKL,Kiwigana Lodge Heliport,,CA,America/Vancouver
DKR,Leopold Sedar Senghor International Airport,Mermoz Boabab,SN,Africa/Dakar
DKS,Dikson,Dikson,RU,Asia/Krasnoyarsk
DKV,Docker River,,AU,Australia/Darwin
DLA,Douala Airport,Douala,CM,Africa/Douala
DLB,Dalbertis,Olaine,PG,Pacific/Port_Moresby
DLC,Dalian Zhoushuizi International Airport,Dalian,CN,Asia/Shanghai
DLE,Dole-Jura Airport,Choisey,FR,Europe/Paris
DLF,Laughlin AFB,Del Rio,US,America/Chicago
DLG,Dillingham Airport,,US,America/Anchorage
DLH,Duluth International Airport,Hermantown,US,America/Chicago
DLI,Lien Khuong Airport,Duc Trong,VN,Asia/Ho_Chi_Minh
DLK,Dulkaninna,,AU,Australia/Adelaide
DLL,Dillon,Dillon,US,America/New_York
DLM,Dalaman Airport,Dalaman,TR,Europe/Istanbul
DLN,Dillon,Dillon,US,America/Denver
DLO,Dolomi,,US,America/Sitka
DLR,Dalnerechensk Airport,Dal'nerechensk,RU,Asia/Vladivostok
DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles,US,America/Los_Angeles
DLU,Dali Airport,Dali,CN,Asia/Shanghai
DLV,Delissaville,Larrakeyah,AU,Australia/Darwin
DLY,Dillons Bay,,VU,Pacific/Efate
DLZ,Dalanzadgad,Ogoomor,MN,Asia/Ulaanbaatar
DMA,Davis Monthan AFB,Tucson,US,America/Phoenix
DMB,Jambyl Airport,Taraz,KZ,Asia/Almaty
DMD,Doomadgee Airport,,AU,Australia/Brisbane
DME,Moscow Domodedovo Airport,Yakovlevskoye,RU,Europe/Moscow
DMK,Don Mueang International Airport,Don Mueang,TH,Asia/Bangkok
DMM,King Fahd International Airport,Al Awjam,SA,Asia/Riyadh
DMN,Deming,Deming,US,America/Denver
DMO,Sedalia,Sedalia,US,America/Chicago
DMR,Dhamar,Dhamar,YE,Asia/Aden
DMT,Diamantino,,BR,America/Cuiaba
DMU,Dimapur Airport,Dimapur,IN,Asia/Kolkata
DNA,Kadena AB,Okinawa,JP,Asia/Tokyo
DNB,Dunbar,,AU,Australia/Brisbane
DND,Dundee Airport,,GB,Europe/London
DNE,Dallas North Airport,Westworth,US,America/Chicago
DNF,Martuba,Darnah,LY,Africa/Tripoli
DNG,Doongan,,AU,Australia/Perth
DNH,Dunhuang Airport,,CN,Asia/Shanghai
DNI,Wad Medani,Wad Medani,SD,Africa/Khartoum
DNK,Dnepropetrovsk International Airport,Aviatorskoe,UA,Europe/Kiev
DNL,Daniel Field,Augusta,US,America/New_York
DNM,Denham,,AU,Australia/Perth
DNN,Municipal,,US,America/New_York
DNO,Dianopolis,Taguatinga,BR,America/Araguaina
DNP,Dang,,NP,Asia/Kathmandu
DNQ,Deniliquin,Deniliquin,AU,Australia/Sydney
DNR,Pleurtuit Airport,Pleurtuit,FR,Europe/Paris
DNS,Municipal,Denison,US,America/Chicago
DNT,Downtown Heliport,Santa Ana,US,America/Los_Angeles
DNU,Dinangat,,PG,Pacific/Port_Moresby
DNV,Vermilion County,Danville,US,America/Chicago
DNX,Galegu,Kinana,SD,Africa/Khartoum
DNZ,Cardak Airport,Cardak,TR,Europe/Istanbul
DOA,Doany,,MG,Indian/Antananarivo
DOB,Dobo Airport,,ID,Asia/Jayapura
DOC,Dornoch,Dornoch,GB,Europe/London
DOD,Dodoma Airport,Dodoma,TZ,Africa/Dar_es_Salaam
DOE,Djoemoe,,SR,America/Paramaribo
DOF,Dora Bay,,US,America/Sitka
DOG,Dongola,Dongola,SD,Africa/Khartoum
DOH,Hamad International Airport,Doha,QA,Asia/Qatar
DOI,Doini,,PG,Pacific/Port_Moresby
DOK,Donetsk International Airport,Avdiyivka,UA,Europe/Kiev
DOL,Saint Gatien Airport,Saint-Gatien-des-Bois,FR,Europe/Paris
DOM,Melville Hall Airport,,DM,America/Dominica
DON,Dos Lagunas,,GT,America/Guatemala
DOO,Dorobisoro,,PG,Pacific/Port_Moresby
DOP,Dolpa,,NP,Asia/Kathmandu
DOR,Dori,Dori,BF,Africa/Ouagadougou
DOS,Dios,,PG,Pacific/Port_Moresby
DOU,Dourados Airport,Dourados,BR,America/Campo_Grande
DOV,Dover AFB,Dover Base Housing,US,America/New_York
DOX,Dongara,,AU,Australia/Perth
DOY,Dongying Airport,Shengli,CN,Asia/Shanghai
DPA,DuPage Airport,Wayne,US,America/Chicago
DPB,Pampa Guanaco Airport,,CL,America/Santiago
DPE,Dieppe,Saint-Martin-en-Campagne,FR,Europe/Paris
DPG,Michael AAF,Grantsville,US,America/Denver
DPK,Deer Park,Old Greenwich,US,America/New_York
DPL,Dipolog Airport,Dipolog,PH,Asia/Manila
DPO,Devonport Airport,,AU,Australia/Hobart
DPP,Datia Airport,,IN,Asia/Kolkata
DPS,Ngurah Rai International Airport,Kelanabian,ID,Asia/Makassar
DPT,Deputatsky,Deputatsky,RU,Asia/Yakutsk
DPU,Dumpu,,PG,Pacific/Port_Moresby
DQA,Daqing Shi Airport,Wolitun,CN,Asia/Shanghai
DQM,Duqm International Airport,,OM,Asia/Muscat
DRA,Desert Rock,,US,America/Los_Angeles
DRB,Derby,,AU,Australia/Perth
DRC,Dirico,,AO,Africa/Luanda
DRD,Dorunda Station,,AU,Australia/Brisbane
DRE,Drummond Island,,US,America/Detroit
DRF,Drift River,,US,America/Anchorage
DRG,Deering Airport,,US,America/Nome
DRH,Dabra,Dabra,ID,Asia/Jayapura
DRI,Beauregard Parish,DeRidder,US,America/Chicago
DRJ,Drietabbetje,,SR,America/Paramaribo
DRK,Drake Bay,,CR,America/Costa_Rica
DRN,Dirranbandi,,AU,Australia/Brisbane
DRO,Durango-La Plata County Airport,Bayfield,US,America/Denver
DRP,Bicol International Airport,,PH,Asia/Manila
DRR,Durrie,,AU,Australia/Brisbane
DRS,Dresden International Airport,,DE,Europe/Berlin
DRT,Del Rio International Airport,Ciudad Acuna,US,America/Chicago
DRU,Drummond,Philipsburg,US,America/Denver
DRV,Dharavandhoo AIrport,Open Stage,MV,Indian/Maldives
DRW,Darwin International Airport,Ludmilla,AU,Australia/Darwin
DRY,Drysdale River,,AU,Australia/Perth
DSA,Doncaster Sheffield Airport,Finningley,GB,Europe/London
DSC,Dschang,Bali,CM,Africa/Douala
DSD,La Desirade,Grande Anse,GP,America/Guadeloupe
DSE,Combolcha,Kombolcha,ET,Africa/Addis_Ababa
DSG,Dilasag,Cabra,PH,Asia/Manila
DSI,Destin-Fort Walton Beach Airport,Destin,US,America/Chicago
DSK,Dera Ismail Khan,Shorko,PK,Asia/Karachi
DSM,Des Moines International Airport,Norwalk,US,America/Chicago
DSN,Ordos Ejin Horo Airport,Tianjiao,CN,Asia/Shanghai
DSO,Sondok,Sinsang-ni,KP,Asia/Pyongyang
DSS,Blaise Diagne International Airport,Pout,SN,Africa/Dakar
DST,Dubai Seaplane Terminal,,AE,Asia/Dubai
DSV,Dansville,Dansville,US,America/New_York
DSX,Dongsha Island,Hudong,TW,Asia/Taipei
DSY,Dara Sakor International Airport,Koh Kong,KH,Asia/Phnom_Penh
DTA,Delta,Delta,US,America/Denver
DTB,Sisingamangaraja XII International Airport,Siborong-borong,ID,Asia/Jakarta
DTD,Datadawai,,ID,Asia/Makassar
DTE,Naga,Daet,PH,Asia/Manila
DTH,Death Valley,,US,America/Los_Angeles
DTI,Diamantina,Diamantina,BR,America/Sao_Paulo
DTL,Municipal,Detroit Lakes,US,America/Chicago
DTM,Dortmund Airport,Holzwickede,DE,Europe/Berlin
DTN,Shreveport Downtown,,US,America/Chicago
DTR,Decatur Island,,US,America/Los_Angeles
DTU,Wudalianchi Dedu Airport,Baoquan,CN,Asia/Shanghai
DTW,Detroit Metropolitan Wayne County Airport,Romulus,US,America/Detroit
DUA,Eaker,Durant,US,America/Chicago
DUB,Dublin Airport,Beaumont,IE,Europe/Dublin
DUC,Halliburton Field,Duncan,US,America/Chicago
DUD,Dunedin International Airport,Milton,NZ,Pacific/Auckland
DUE,Dundo,,AO,Africa/Luanda
DUF,Pine Island Airport,Southern Shores,US,America/New_York
DUG,Bisbee-Douglas International,Pirtleville,US,America/Phoenix
DUJ,Du Bois-Jefferson County,Reynoldsville,US,America/New_York
DUK,Dukuduk,Mtubatuba,ZA,Africa/Johannesburg
DUM,Pinang Kampai,Bagan Besar,ID,Asia/Jakarta
DUN,Dundas,,GL,America/Godthab
DUQ,Duncan/Quam,Duncan,CA,America/Vancouver
DUR,King Shaka International Airport,Ballitoville,ZA,Africa/Johannesburg
DUS,Dusseldorf International Airport,,DE,Europe/Berlin
DUT,Unalaska Airport,,US,America/Nome
DVD,Andavadoaka,,MG,Indian/Antananarivo
DVK,Diavik,,CA,America/Yellowknife
DVL,Devils Lake Airport,Devils Lake,US,America/Chicago
DVN,Davenport,Eldridge,US,America/Chicago
DVO,Francisco Bangoy Intl Airport,Babak,PH,Asia/Manila
DVP,Davenport Downs,,AU,Australia/Brisbane
DVR,Daly River,,AU,Australia/Darwin
DVT,Phoenix Deer Valley Airport,Glendale,US,America/Phoenix
DWA,Dwangwa,Nkhotakota,MW,Africa/Blantyre
DWB,Soalala,Sitampiky,MG,Indian/Antananarivo
DWC,Dubai World Central - Al Maktoum International Airport,,AE,Asia/Dubai
DWD,Dawadmi Airport,Ad Dawadimi,SA,Asia/Riyadh
DWF,Wright AFB,Kettering,US,America/New_York
DWH,David Wayne Hooks,,US,America/Chicago
DWN,Downtown Airpark,,US,America/Chicago
DWO,Diyawanna Oya Seaplane Base,Battaramulla South,LK,Asia/Colombo
DWR,Dwyer Air Base,Markaz-e Hukumat-e Darweshan,AF,Asia/Kabul
DWS,Walt Disney World,Celebration,US,America/New_York
DXB,Dubai Airport,,AE,Asia/Dubai
DXD,Dixie,,AU,Australia/Brisbane
DXE,Bruce Campbell Field,Madison,US,America/Chicago
DXJ,Xiangxi Biancheng Airport,,CN,Asia/Shanghai
DXR,Danbury Municipal Airport,Danbury,US,America/New_York
DYA,Dysart,,AU,Australia/Brisbane
DYG,Zhangjiajie Hehua Airport,,CN,Asia/Shanghai
DYL,Doylestown,Doylestown,US,America/New_York
DYM,Diamantina Lakes,,AU,Australia/Brisbane
DYR,Anadyr Airport,Anadyr,RU,Asia/Anadyr
DYS,Dyess AFB,Abilene,US,America/Chicago
DYU,Dushanbe Airport,Dushanbe,TJ,Asia/Dushanbe
DYW,Daly Waters,,AU,Australia/Darwin
DZA,Dzaoudzi Airport,Pamandzi,YT,Indian/Mayotte
DZH,Dazhou Jinya Airport,Dazhou,CN,Asia/Shanghai
DZI,Codazzi,Agustin Codazzi,CO,America/Bogota
DZN,Zhezhazgan Airport,Zhezqazghan,KZ,Asia/Almaty
DZO,Santa Bernardina,Durazno,UY,America/Montevideo
DZU,Dazu,Longgang,CN,Asia/Shanghai
EAA,Eagle,,US,America/Anchorage
EAB,Abbse,Al Hadiyah,YE,Asia/Aden
EAE,Emae,,VU,Pacific/Efate
EAL,Elenak,,MH,Pacific/Kwajalein
EAM,Nejran,Najran,SA,Asia/Riyadh
EAN,Phifer Field,Wheatland,US,America/Denver
EAP,EuroAirport Basel-Mulhouse-Freiburg Airport,Basel,CH,Europe/Zurich
EAR,Kearney Regional Airport,Kearney,US,America/Chicago
EAS,San Sebastian Airport,Fuenterrabia,ES,Europe/Madrid
EAT,Pangborn Field,East Wenatchee Bench,US,America/Los_Angeles
EAU,Eau Claire Airport,Lake Hallie,US,America/Chicago
EBA,Marina Di Campo Airport,Campo nell'Elba,IT,Europe/Rome
EBB,Entebbe International Airport,Entebbe,UG,Africa/Kampala
EBD,El Obeid,El Obeid,SD,Africa/Khartoum
EBG,El Bagre,El Bagre,CO,America/Bogota
EBH,El Bayadh,El Bayadh,DZ,Africa/Algiers
EBJ,Esbjerg Airport,Tjaereborg,DK,Europe/Copenhagen
EBL,Erbil International Airport,Erbil,IQ,Asia/Baghdad
EBM,El Borma,Remada,TN,Africa/Tunis
EBN,Ebadon,,MH,Pacific/Kwajalein
EBO,Ebon Airport,Ebon,MH,Pacific/Majuro
EBR,Downtown,Port Allen,US,America/Chicago
EBS,Municipal,Webster City,US,America/Chicago
EBU,Boutheon Airport,Veauche,FR,Europe/Paris
EBW,Ebolowa,Ebolowa,CM,Africa/Douala
ECA,Emmet County Airport,East Tawas,US,America/Detroit
ECG,Elizabeth City,Camden,US,America/New_York
ECH,Echuca,Echuca,AU,Australia/Melbourne
ECI,Costa Esmeralda Airport,Tola,NI,America/Managua
ECN,Ercan Airport,Geri,CY,Asia/Nicosia
ECO,El Encanto,,CO,America/Bogota
ECP,NW Florida Beaches Int,Laguna Beach,US,America/Chicago
ECR,El Charco,,CO,America/Bogota
ECS,Mondell,Newcastle,US,America/Denver
EDA,Edna Bay,,US,America/Nome
EDB,Eldebba,Ad Dabbah,SD,Africa/Khartoum
EDC,Austin Executive Airport,,US,America/Chicago
EDD,Erldunda,,AU,Australia/Darwin
EDE,Municipal,Edenton,US,America/New_York
EDF,Elmendorf AFB,,US,America/Anchorage
EDG,Weide AAF,Joppatowne,US,America/New_York
EDI,Edinburgh Airport,Ratho,GB,Europe/London
EDK,El Dorado,El Dorado,US,America/Chicago
EDL,Eldoret Airport,Eldoret,KE,Africa/Nairobi
EDM,Les Ajoncs,Dompierre-sur-Yon,FR,Europe/Paris
EDN,Enterprise Muni Airport,,US,America/Chicago
EDO,Balikesir Koca Seyit Airport,Edremit,TR,Europe/Istanbul
EDQ,Erandique,Erandique,HN,America/Tegucigalpa
EDR,Edward River,,AU,Australia/Brisbane
EDW,Edwards AFB,North Edwards,US,America/Los_Angeles
EEA,Aeroporto Regional do Planalto Serrano,Correia Pinto,BR,America/Sao_Paulo
EED,Needles,Needles,US,America/Los_Angeles
EEK,Eek Airport,,US,America/Nome
EEN,Dillant-Hopkins,Swanzey,US,America/New_York
EES,Berenice International Airport,Berenice City,EG,Africa/Cairo
EFB,Eight Fathom Bight,,US,America/Juneau
